"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Taylor L.W.K.","Taylor, Laurel W. Koepf (56956222400)","56956222400","Give me children or i shall die: Children and communal survival in biblical literature","2014","Give Me Children or I Shall Die: Children and Communal Survival in Biblical Literature","","","","1","154","153","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946830688&partnerID=40&md5=a755f801fd6369c899798f829f5cbd35","Book","Final","","Scopus","2-s2.0-84946830688"
"Entrena-Durán F.; Jiménez-Díaz J.F.","Entrena-Durán, Francisco (34976406700); Jiménez-Díaz, José Francisco (54973282900)","34976406700; 54973282900","Reactions and protests by farmers and immigrants in El Ejido: A Spanish town immersed in the globalization dynamics; [Reacciones y protestas de agricultores e inmigrantes en El Ejido: Un municipio español inserto en las dinámicas de la globalización]","2016","Mundo Agrario","17","34","e008","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992316258&partnerID=40&md5=dd66e4e21f415f7d7ca9e197aba127a5","Article","Final","","Scopus","2-s2.0-84992316258"
"Sethi P.","Sethi, Prakash (56581527800)","56581527800","The Wal-Mart affair – where implausible deniability is the coin of the realm","2014","Corporate Governance (Bingley)","14","3","","424","451","27","10","10.1108/CG-10-2013-0112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926285888&doi=10.1108%2fCG-10-2013-0112&partnerID=40&md5=4ac2cb1bba9ed0da91184955b79da3bc","Article","Final","","Scopus","2-s2.0-84926285888"
"Grinchenko G.","Grinchenko, Gelinada (56445778400)","56445778400","And now imagine her or him as a slave, a pitiful slave with no rights: Child forced labourers in the culture of remembrance of the USSR and post-Soviet Ukraine","2015","European Review of History","22","2","","389","410","21","3","10.1080/13507486.2015.1008418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928115436&doi=10.1080%2f13507486.2015.1008418&partnerID=40&md5=46ce1dbf00eca5367b9d90e348a21ba9","Article","Final","","Scopus","2-s2.0-84928115436"
"Machado R.R.; de Souza I.F.","Machado, Raimar Rodrigues (57194079447); de Souza, Ismael Francisco (57194075987)","57194079447; 57194075987","Protection against exploitation of child labor and dimensions in Brazil; [A proteção contra a exploração do trabalho infantil e suas dimensões no Brasil]","2016","Espacios","37","21","","16","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018624944&partnerID=40&md5=be88efd3b3434276923b41919c59ac87","Article","Final","","Scopus","2-s2.0-85018624944"
"Drichoutis A.C.","Drichoutis, Andreas C. (8533145300)","8533145300","How much do consumers care about farm labour exploitation?","2017","Agricultural Economics Review","18","1","","48","61","13","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055479273&partnerID=40&md5=6c2811ed48b74aa09528c6445d319ac2","Article","Final","","Scopus","2-s2.0-85055479273"
"Varela R.","Varela, Raquel (55545980400)","55545980400","From Anti-Colonial Revolutions to Revolution in the Metropolis","2015","Critique (United Kingdom)","43","2","","145","171","26","1","10.1080/03017605.2015.1051791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938945984&doi=10.1080%2f03017605.2015.1051791&partnerID=40&md5=20397b52cdd113de053ed5fdb115d365","Article","Final","","Scopus","2-s2.0-84938945984"
"Jildeh C.; Abdeen Z.; Al Sabbah H.; Papandreou C.; Ghannam I.; Weller N.; Philalithis A.","Jildeh, Christine (24587430600); Abdeen, Ziad (6603408815); Al Sabbah, Haleama (17134193300); Papandreou, Christopher (36470858000); Ghannam, Ibrahim (51963572400); Weller, Nancy (6602811270); Philalithis, Anastas (24448568000)","24587430600; 6603408815; 17134193300; 36470858000; 51963572400; 6602811270; 24448568000","Labor and related injuries among schoolchildren in palestine: Findings from the national study of Palestinian schoolchildren (HBSC-WBG2006)","2014","ISRN Pediatrics","2014","","729573","","","","4","10.1155/2014/729573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042808527&doi=10.1155%2f2014%2f729573&partnerID=40&md5=d6325a15b927cbbd3205933b58b86290","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85042808527"
"Arivukkarasi N.A.","Arivukkarasi, N.A. (57087058600)","57087058600","The Making and Unmaking of Handloom Silk Weaving in the Arni Region","2016","Exploring Urban Change in South Asia","","","","201","227","26","0","10.1007/978-81-322-2431-0_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078772996&doi=10.1007%2f978-81-322-2431-0_8&partnerID=40&md5=c01ac34bedfad267c1a8e16cf9ffb921","Book chapter","Final","","Scopus","2-s2.0-85078772996"
"Abimanyi-Ochom J.; Inder B.; Hollingsworth B.; Lorgelly P.","Abimanyi-Ochom, Julie (57205012124); Inder, Brett (6602790178); Hollingsworth, Bruce (55908777200); Lorgelly, Paula (14038950500)","57205012124; 6602790178; 55908777200; 14038950500","Invisible work: Child work in households with a person living with HIV/AIDS in central Uganda","2017","Sahara J","14","1","","93","109","16","4","10.1080/17290376.2017.1379429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049289362&doi=10.1080%2f17290376.2017.1379429&partnerID=40&md5=1fd34c0855b8e6a36d0865373c5efc77","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85049289362"
"Mikhail A.","Mikhail, Alan (14829307000)","14829307000","Labor and environment in Egypt since 1500","2014","International Labor and Working-Class History","85","5","","10","32","22","7","10.1017/S0147547913000446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910599607&doi=10.1017%2fS0147547913000446&partnerID=40&md5=44a40b4860cd3df8fa88ecb681da94f6","Review","Final","","Scopus","2-s2.0-84910599607"
"Hasan J.","Hasan, Jesmul (58036128500)","58036128500","An Assessment of Child Labour Laws, Prevention Strategies and their Effectiveness in Bangladesh","2016","Child Labour in South Asia","","","","81","98","17","4","10.4324/9781315571454-13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145126976&doi=10.4324%2f9781315571454-13&partnerID=40&md5=ddc25f2c1842bfdd83bae0f1ec5a918b","Book chapter","Final","","Scopus","2-s2.0-85145126976"
"Fudge J.; Strauss K.","Fudge, Judy (8434087200); Strauss, Kendra (24465928900)","8434087200; 24465928900","Migrants, unfree labour, and the legal construction of domestic servitude: Migrant domestic workers in the United Kingdom","2017","Revisiting the Law and Governance of Trafficking, Forced Labor and Modern Slavery","","","","524","555","31","5","10.1017/9781316675809.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048132719&doi=10.1017%2f9781316675809.019&partnerID=40&md5=2691aa652c45a478de33ed723c8fbf36","Book chapter","Final","","Scopus","2-s2.0-85048132719"
"Band-Winterstein T.; Fein N.","Band-Winterstein, Tova (26021704900); Fein, Nava (56132890400)","26021704900; 56132890400","The experience of forced labor and its meaning for the self: The case of Holocaust survivors","2014","Psychological Trauma: Theory, Research, Practice, and Policy","6","4","","404","410","6","5","10.1037/a0035616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904391475&doi=10.1037%2fa0035616&partnerID=40&md5=96440080ef925c22748aa6120fe57480","Article","Final","","Scopus","2-s2.0-84904391475"
"Guérin I.; Venkatasubramanian G.; Kumar S.","Guérin, Isabelle (6507870642); Venkatasubramanian, G. (12796775700); Kumar, S. (57220592018)","6507870642; 12796775700; 57220592018","Debt bondage and the tricks of capital","2015","Economic and Political Weekly","50","26-27","","11","18","7","18","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935436890&partnerID=40&md5=49f609419017395aa2e237769b07b69a","Review","Final","","Scopus","2-s2.0-84935436890"
"Doytch N.; Thelen N.; Mendoza R.U.","Doytch, Nadia (36998482200); Thelen, Nina (24466998000); Mendoza, Ronald U. (7005378283)","36998482200; 24466998000; 7005378283","The impact of FDI on child labor: Insights from an empirical analysis of sectoral FDI data and case studies","2014","Children and Youth Services Review","47","P2","","157","167","10","18","10.1016/j.childyouth.2014.09.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910662210&doi=10.1016%2fj.childyouth.2014.09.008&partnerID=40&md5=86f54c45e7a89fc8cba08f4f8ce67cd1","Article","Final","","Scopus","2-s2.0-84910662210"
"Salick J.","Salick, Jan (6602174947)","6602174947","Subsistence and the single woman among the Amuesha of the upper Amazon, Peru","2014","Women Working In The Environment: Resourceful Natures","","","","139","153","14","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075076384&partnerID=40&md5=a3e9f9fd1954b3a9174aac436a28823a","Book chapter","Final","","Scopus","2-s2.0-85075076384"
"Bakulina L.V.; Bakulin V.K.","Bakulina, Lidia V. (57189732497); Bakulin, Valery K. (57189732709)","57189732497; 57189732709","Principles making convicts work","2015","Social Sciences (Pakistan)","10","7","","1840","1843","3","0","10.3923/sscience.2015.1840.1843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975095631&doi=10.3923%2fsscience.2015.1840.1843&partnerID=40&md5=3267c44092978bddfd9041bff1828048","Article","Final","","Scopus","2-s2.0-84975095631"
"Ahmed S.; Ray R.","Ahmed, Salma (56103954000); Ray, Ranjan (7402178669)","56103954000; 7402178669","Health consequences of child labour in Bangladesh","2014","Demographic Research","30","1","","111","150","39","23","10.4054/DemRes.2014.30.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897762281&doi=10.4054%2fDemRes.2014.30.4&partnerID=40&md5=692e299ca7b76bf4492f6ab87fc4f95c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84897762281"
"Arend S.M.F.","Arend, Silvia Maria Fávero (55237000100)","55237000100","United nations convention on the rights of the child: Child labor in debate (1978- 1989); [Convenção Universal dos Direitos da Criança: Em debate o labor infantojunvenil (1978 - 1989)]","2015","Tempo e Argumento","7","14","","29","47","18","2","10.5965/2175180307142015029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936762016&doi=10.5965%2f2175180307142015029&partnerID=40&md5=6a161d00e05e00e8eb6b92b30b1b6745","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84936762016"
"Lyons-Barrett M.","Lyons-Barrett, Mary (8269619200)","8269619200","Child labor in commercialized agriculture, 1890-1966","2014","The World of Child Labor: An Historical and Regional Survey","","","","477","481","4","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130665007&partnerID=40&md5=5f3efe92c6f67126f25c146eba755e1a","Book chapter","Final","","Scopus","2-s2.0-85130665007"
"Aronowitz A.A.","Aronowitz, Alexis A. (25025691100)","25025691100","Understanding traficking in human beings: A human rights, public health, and criminal justice issue","2014","International Crime and Justice","","","","118","125","7","0","10.1017/CCO9780511762116.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953746449&doi=10.1017%2fCCO9780511762116.018&partnerID=40&md5=6f1e035037a59bc4b201d798625a7cb9","Book chapter","Final","","Scopus","2-s2.0-84953746449"
"Phillips J.; Luke A.","Phillips, Jay (57223965579); Luke, Allan (22135836100)","57223965579; 22135836100","Two Worlds Apart: Indigenous Community Perspectives and Non-Indigenous Teacher Perspectives on Australian Schools","2017","Springer International Handbooks of Education","Part F1617","","","959","996","37","9","10.1007/978-3-319-40317-5_52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178890274&doi=10.1007%2f978-3-319-40317-5_52&partnerID=40&md5=17fb98c4ef6996246ef9f0c28e7ef92b","Book chapter","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85178890274"
"Castillo N.R.","Castillo, Nicolás Rodríguez (57193317126)","57193317126","The galleys in Philippines: War, commerce, and social disciplining (1580-1650); [Las galeras en Filipinas: Guerra, comercio y disciplinamiento social (1580-1650)]","2017","Historia Social","87","","","149","166","17","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012932935&partnerID=40&md5=7fa60871a6e4ca443684a71631bc1315","Review","Final","","Scopus","2-s2.0-85012932935"
"Brannstrom C.","Brannstrom, Christian (6603310875)","6603310875","The discovery of hispanic child labor in agriculture in the lower Rio Grande Valley, Texas: A life geography approach","2016","Annals of the American Association of Geographers","106","3","","705","721","16","0","10.1080/24694452.2015.1131142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971379357&doi=10.1080%2f24694452.2015.1131142&partnerID=40&md5=15907de0bb9edb47231042508ff8c873","Article","Final","","Scopus","2-s2.0-84971379357"
"Smith A.A.","Smith, Adrian A. (56859398300)","56859398300","Troubling “project Canada”: The caribbean and the making of “unfree migrant labor”","2015","Canadian Journal of Latin American and Caribbean Studies","40","2","","274","293","19","18","10.1080/08263663.2015.1054682","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988492144&doi=10.1080%2f08263663.2015.1054682&partnerID=40&md5=dc8d479f9966d7c1f997705194d38286","Article","Final","","Scopus","2-s2.0-84988492144"
"Craven R.","Craven, Richard (56572280100)","56572280100","The role of public procurement in the fight to eradicate modern slavery in the UK construction industry","2015","Public Procurement Policy","","","","22","37","15","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942055173&partnerID=40&md5=ec618fc246f71e4e94bec6f139147fba","Book chapter","Final","","Scopus","2-s2.0-84942055173"
"Hernandez H.G.","Hernandez, Héctor Guerra (56341148200)","56341148200","Migration and forced labor in the social imaginary of southern Mozambique, 1920-1964","2016","African Economic History","44","","","130","151","21","0","10.1353/aeh.2016.0005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020487580&doi=10.1353%2faeh.2016.0005&partnerID=40&md5=32e544fabe00743a971d44899431accd","Review","Final","","Scopus","2-s2.0-85020487580"
"Woniak K.","Woniak, Katarzyna (57190663653)","57190663653","Late recognition local remembrance of nazi forced labour; [Späte Anerkennung: Lokales Gedenken an die NS-Zwangsarbeit]","2016","Osteuropa","66","3","","51","58","7","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982182066&partnerID=40&md5=73b59957793c7e3b8daa522f3a78ac53","Review","Final","","Scopus","2-s2.0-84982182066"
"Kinsey D.","Kinsey, Danielle (37561533500)","37561533500","Atlantic World mining, child labor, and the transnational construction of childhood in Imperial Britain in the mid-nineteenth century","2014","Atlantic Studies : Global Currents ","11","4","","449","472","23","2","10.1080/14788810.2014.960994","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918807830&doi=10.1080%2f14788810.2014.960994&partnerID=40&md5=70549a54f7de3f9035e96499936e50d1","Article","Final","","Scopus","2-s2.0-84918807830"
"Westwood J.; Howard L.M.; Stanley N.; Zimmerman C.; Gerada C.; Oram S.","Westwood, J. (59279563600); Howard, L.M. (7202645145); Stanley, N. (11839741500); Zimmerman, C. (7103371838); Gerada, C. (7003285197); Oram, S. (34873135200)","59279563600; 7202645145; 11839741500; 7103371838; 7003285197; 34873135200","Access to, and experiences of, healthcare services by trafficked people: Findings from a mixed-methods study in England","2016","British Journal of General Practice","66","652","","e794","e801","7","39","10.3399/bjgp16X687073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994219979&doi=10.3399%2fbjgp16X687073&partnerID=40&md5=eaed298c2790bb052002c48d98bcb19f","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84994219979"
"de Aguiar Junior V.S.; de Vasconcellos L.C.F.","de Aguiar Junior, Valdinei Santos (57194046698); de Vasconcellos, Luiz Carlos Fadel (15126603900)","57194046698; 15126603900","The historic and social importance of childhood for the construction of the right to health at work; [A importância histórica e social da infância para a construção do direito à saúde no trabalho]","2017","Saude e Sociedade","26","1","","271","285","14","0","10.1590/S0104-12902017159018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018391789&doi=10.1590%2fS0104-12902017159018&partnerID=40&md5=0280d3476752d007850443566d129430","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85018391789"
